category_id,x_min,y_min,x_max,y_max
零食,0.5072405934333801,874.588623046875,68.16493225097656,1080.0,262.306396484375
零食,0.41278961300849915,990.7691650390625,1320.6329345703125,1077.3109130859375,1480.3948974609375
零食,0.3604545593261719,764.9166259765625,1424.33544921875,999.8980712890625,1607.179443359375
零食,0.9922608733177185,812.5841674804688,672.1710815429688,1048.4515380859375,848.2922973632812
零食,0.9492058753967285,1004.4505004882812,1487.9530029296875,1080.0,1626.7052001953125
零食,0.3166908025741577,792.6859130859375,1068.7042236328125,1020.909912109375,1243.0943603515625
泡面,0.9998257756233215,332.5435791015625,264.33111572265625,608.7645874023438,474.19000244140625
泡面,0.9955466985702515,1.2092094421386719,263.7354736328125,106.7183837890625,464.07379150390625
泡面,0.9992198944091797,0.4974212646484375,1047.562255859375,126.91996765136719,1223.372802734375
泡面,0.9963600039482117,4.1056365966796875,896.5108642578125,129.6302490234375,1031.859130859375
泡面,0.9998601675033569,179.56631469726562,1304.2410888671875,419.6589050292969,1441.7862548828125
泡面,0.9999067783355713,186.8506317138672,1430.63720703125,404.0263671875,1565.153564453125
泡面,0.9999426603317261,84.77674865722656,278.3125,349.23101806640625,469.51190185546875
泡面,0.9993385672569275,856.6853637695312,249.88751220703125,1080.0,471.49615478515625
泡面,0.9998464584350586,0.0,676.9411010742188,130.94021606445312,835.3676147460938
泡面,0.9999834299087524,400.71588134765625,1388.804443359375,606.879638671875,1574.103515625
泡面,0.9992119073867798,3.5974273681640625,1419.306640625,207.4203643798828,1547.242919921875
泡面,0.9998999834060669,367.85516357421875,657.5908203125,629.4578857421875,856.60302734375
泡面,0.793298065662384,629.5552978515625,721.9341430664062,790.66845703125,827.5557250976562
泡面,0.9999872446060181,336.65008544921875,1095.3245849609375,579.8402709960938,1250.0303955078125
泡面,0.9749755859375,88.2800521850586,524.741943359375,244.35171508789062,672.4283447265625
泡面,0.9996950626373291,328.839111328125,65.4537582397461,626.3307495117188,268.8686218261719
泡面,0.9993163347244263,598.1138916015625,1354.90673828125,774.8466796875,1491.542724609375
泡面,0.9996664524078369,4.846992492675781,1289.431884765625,190.99288940429688,1412.967041015625
泡面,0.9999407529830933,588.2804565429688,315.519775390625,811.4813842773438,473.35906982421875
泡面,0.9998226761817932,564.5318603515625,1043.108642578125,814.296875,1262.7412109375
泡面,0.9998301267623901,111.3061752319336,1088.9124755859375,351.7533874511719,1228.5203857421875
泡面,0.9999892711639404,347.4898376464844,913.1004638671875,602.7255859375,1097.843505859375
泡面,0.9993212223052979,113.31273651123047,909.2577514648438,355.07086181640625,1082.5040283203125
泡面,0.9999682903289795,113.62889099121094,672.6782836914062,376.321044921875,841.1004028320312
泡面,0.917834997177124,865.0123291015625,70.07808685302734,1080.0,254.58248901367188
泡面,0.2833746075630188,584.896728515625,1306.2208251953125,789.451171875,1392.1219482421875
泡面,0.9997519850730896,602.10498046875,545.9589233398438,805.40576171875,747.0562133789062
泡面,0.9994126558303833,119.77193450927734,532.2229614257812,366.4931945800781,690.1113891601562
泡面,0.9803959727287292,803.0162963867188,1063.4801025390625,1012.3672485351562,1246.2440185546875
泡面,0.9680325388908386,1.0759124755859375,532.810791015625,87.49702453613281,668.094970703125
泡面,0.9983476400375366,49.846466064453125,70.6633071899414,313.65167236328125,258.01416015625
泡面,0.9127470254898071,770.7860717773438,1421.402587890625,992.4357299804688,1614.978515625
泡面,0.3081713616847992,997.2538452148438,1328.436767578125,1074.330810546875,1482.318603515625
饮料,0.0551799014210701,996.0018310546875,1329.5428466796875,1071.8409423828125,1491.4334716796875
啤酒,0.29650989174842834,993.3273315429688,1323.1578369140625,1075.7525634765625,1482.8912353515625
