category_id,x_min,y_min,x_max,y_max
零食,0.9997411370277405,0.5152359008789062,264.1650390625,172.13177490234375,593.555908203125
零食,0.9999982118606567,875.1404418945312,932.7684936523438,1046.324462890625,1145.3729248046875
零食,0.9999277591705322,540.6402587890625,914.7723388671875,750.3072509765625,1194.6475830078125
零食,0.9999953508377075,145.83041381835938,622.6356201171875,344.28240966796875,883.20947265625
零食,0.9998639822006226,619.0469970703125,1538.5384521484375,779.2320556640625,1760.0860595703125
零食,0.9999991655349731,740.478759765625,1225.541259765625,915.6578369140625,1477.956298828125
零食,0.9999842643737793,341.1293029785156,623.5623779296875,536.7940673828125,881.9202880859375
零食,0.999909520149231,142.5085906982422,1184.7447509765625,300.21661376953125,1396.3179931640625
零食,0.9986385703086853,322.8583984375,898.010986328125,539.903564453125,1195.61376953125
零食,0.9968398809432983,761.0562133789062,647.5594482421875,883.9192504882812,827.6348876953125
零食,0.9993107318878174,883.1241455078125,645.4948120117188,1057.558349609375,826.4506225585938
零食,0.9999990463256836,905.9442749023438,1246.44921875,1075.785888671875,1493.14013671875
零食,0.9996743202209473,370.11224365234375,315.5003356933594,559.3369140625,571.9622802734375
零食,0.9999903440475464,177.79759216308594,299.8485107421875,372.449462890625,573.639892578125
零食,0.9999948740005493,536.2700805664062,1203.369873046875,731.3301391601562,1485.7939453125
零食,0.9955821633338928,728.3263549804688,374.0759582519531,903.3338012695312,542.2200927734375
零食,0.9997803568840027,319.4103698730469,1181.609619140625,528.1683349609375,1453.687744140625
零食,0.9999464750289917,41.890777587890625,1399.766845703125,230.59884643554688,1668.7158203125
零食,0.9992823004722595,916.0482788085938,345.04718017578125,1079.75439453125,517.845703125
零食,0.9998924732208252,5.871818542480469,642.2950439453125,142.48672485351562,864.9163818359375
零食,0.9987697005271912,748.0696411132812,932.531982421875,870.5294799804688,1126.328857421875
零食,0.9995942711830139,3.4781951904296875,895.1658935546875,156.3878631591797,1109.67333984375
零食,0.9059537649154663,901.5394897460938,1533.2999267578125,993.6234741210938,1694.0506591796875
零食,0.8601676821708679,274.2734069824219,1438.5777587890625,403.6315612792969,1587.4034423828125
零食,0.9999468326568604,775.1660766601562,1547.4827880859375,949.9326782226562,1741.9178466796875
零食,0.9998672008514404,1.0245132446289062,1208.5955810546875,144.35775756835938,1391.5701904296875
零食,0.9996684789657593,387.24755859375,1488.0009765625,605.2493896484375,1808.281494140625
零食,0.9986276626586914,528.8306884765625,596.893310546875,757.2412109375,905.3948974609375
零食,0.07800839096307755,13.325187683105469,1001.2482299804688,145.1295166015625,1108.8262939453125
零食,0.38558468222618103,128.10166931152344,1064.94580078125,233.78981018066406,1136.575927734375
