category_id,x_min,y_min,x_max,y_max
泡面,0.9999704360961914,19.445526123046875,123.68917083740234,311.0763854980469,355.9188232421875
泡面,0.9999682903289795,76.05632019042969,1115.733154296875,337.87786865234375,1295.43603515625
泡面,0.9997908473014832,332.75726318359375,1118.01611328125,526.8652954101562,1277.427001953125
泡面,0.999771773815155,0.8094329833984375,1489.047607421875,146.8759765625,1632.572021484375
泡面,0.9998793601989746,547.0034790039062,1482.81494140625,776.9331665039062,1630.886474609375
泡面,0.999859094619751,951.199951171875,967.4995727539062,1079.0936279296875,1140.3375244140625
泡面,0.9999785423278809,56.282318115234375,710.81591796875,331.8655090332031,898.82080078125
泡面,0.999816358089447,527.9600219726562,697.224365234375,788.0294799804688,907.037109375
泡面,0.9999154806137085,34.68815612792969,591.7214965820312,293.61944580078125,738.0867309570312
泡面,0.9999878406524658,942.408203125,1128.89990234375,1080.0,1288.06298828125
泡面,0.9992067217826843,745.1399536132812,953.23193359375,913.8247680664062,1090.0943603515625
泡面,0.996107280254364,354.6702880859375,1452.197509765625,549.8911743164062,1617.3701171875
泡面,0.9979311227798462,0.0,1112.355224609375,100.45320892333984,1286.94970703125
泡面,0.999950647354126,3.3704376220703125,1338.8656005859375,165.93780517578125,1496.7366943359375
泡面,0.99934321641922,771.9523315429688,745.72705078125,970.4822387695312,905.4273681640625
泡面,0.8122648000717163,969.8671264648438,1485.2291259765625,1080.0,1620.1781005859375
泡面,0.9966508746147156,512.6617431640625,1348.107177734375,773.7396240234375,1477.938232421875
泡面,0.9957172274589539,771.4671020507812,1342.4501953125,977.5947875976562,1474.9736328125
泡面,0.9978947043418884,755.7994384765625,1484.24755859375,975.95068359375,1611.65234375
泡面,0.9999610185623169,493.43603515625,1123.0408935546875,755.800537109375,1287.5745849609375
泡面,0.9999517202377319,507.3570556640625,942.7771606445312,751.4732666015625,1118.862548828125
泡面,0.9999347925186157,78.17969512939453,955.4716796875,319.5103759765625,1131.443603515625
泡面,0.999543309211731,145.91845703125,1452.94970703125,353.3488464355469,1644.630126953125
泡面,0.9998773336410522,710.7290649414062,1111.34716796875,958.3421020507812,1292.33740234375
泡面,0.9971484541893005,451.9091796875,310.5706481933594,772.58935546875,534.2025146484375
泡面,0.8630902171134949,971.8583984375,1361.094482421875,1079.1689453125,1494.762939453125
泡面,0.999951958656311,749.1761474609375,580.6024169921875,1022.760986328125,733.9578857421875
泡面,0.14806267619132996,912.61083984375,745.0462646484375,1029.7763671875,899.9532470703125
泡面,0.9999759197235107,32.15826416015625,333.8898620605469,322.153076171875,534.6685791015625
泡面,0.9976173043251038,326.69305419921875,946.42919921875,520.5759887695312,1109.144287109375
泡面,0.9985262155532837,780.4401245117188,308.4886779785156,1066.661865234375,530.780029296875
泡面,0.0865524560213089,39.2386474609375,151.29364013671875,322.366943359375,880.1693725585938
饮料,0.5795543193817139,967.2747802734375,1481.5616455078125,1077.9429931640625,1629.3807373046875
