category_id,x_min,y_min,x_max,y_max
零食,0.3224579095840454,588.5081787109375,1334.823974609375,659.7296142578125,1448.70947265625
零食,0.4757094383239746,738.3369750976562,760.2474975585938,814.1179809570312,958.7750854492188
零食,0.4649921953678131,733.0052490234375,1331.1417236328125,806.34033203125,1488.7117919921875
零食,0.3179548680782318,921.1312255859375,1304.6048583984375,1041.0557861328125,1387.5643310546875
零食,0.4522126615047455,518.5675048828125,1338.03564453125,597.1199951171875,1431.62451171875
零食,0.6289158463478088,656.8499145507812,1334.0333251953125,735.4473266601562,1504.0318603515625
零食,0.809298038482666,799.563232421875,1352.4986572265625,880.9176025390625,1494.5377197265625
酸奶,0.7500426769256592,1008.7539672851562,1295.276123046875,1077.7344970703125,1378.0537109375
酸奶,0.4264680743217468,517.9168701171875,1332.264892578125,598.901611328125,1422.221923828125
酸奶,0.2855398654937744,530.041259765625,1409.9530029296875,599.592041015625,1497.6561279296875
饮料,0.9396539926528931,303.9146728515625,89.46713256835938,396.051513671875,346.2897033691406
饮料,0.881268322467804,142.3575439453125,109.7890853881836,247.0084228515625,349.479248046875
饮料,0.5141835808753967,1003.4562377929688,731.7811889648438,1080.0,963.6994018554688
饮料,0.8601868748664856,478.2606506347656,65.90213012695312,566.8759155273438,325.1748352050781
饮料,0.5927050709724426,237.39405822753906,106.51078796386719,314.77587890625,346.523681640625
饮料,0.7963135838508606,594.2705078125,1392.200439453125,666.03857421875,1507.794921875
饮料,0.6357243657112122,528.2691650390625,1403.93310546875,600.662353515625,1512.186767578125
饮料,0.9807940721511841,57.25718307495117,107.43677520751953,157.14776611328125,348.7976379394531
饮料,0.9241644144058228,265.0158996582031,1687.2879638671875,344.4579772949219,1904.9979248046875
饮料,0.9064865112304688,389.5299377441406,88.18472290039062,481.6136169433594,333.4298400878906
饮料,0.28809764981269836,560.0100708007812,62.222747802734375,650.8284301757812,325.84222412109375
饮料,0.9991247057914734,1.3424797058105469,112.9233169555664,84.20478820800781,351.091796875
饮料,0.956927478313446,0.31290435791015625,1701.5797119140625,73.42710876464844,1919.3634033203125
饮料,0.7847505211830139,28.738727569580078,1096.173828125,104.36799621582031,1291.412353515625
饮料,0.9527495503425598,411.85736083984375,1688.615478515625,477.60400390625,1881.635498046875
饮料,0.8180898427963257,129.5685577392578,1685.9208984375,208.89234924316406,1910.59716796875
饮料,0.9613338708877563,469.3152770996094,1700.527587890625,545.0282592773438,1906.2197265625
饮料,0.9078983068466187,931.3165893554688,1378.9329833984375,1006.3239135742188,1481.0042724609375
饮料,0.6269059181213379,546.346923828125,1682.5146484375,621.1514892578125,1899.46875
饮料,0.9813711047172546,195.11520385742188,1689.7401123046875,275.9171142578125,1907.3958740234375
饮料,0.9953712821006775,334.6585693359375,1693.170654296875,411.73040771484375,1891.9482421875
饮料,0.6571534872055054,0.6724395751953125,474.9676208496094,54.18399429321289,694.1851806640625
啤酒,0.9789982438087463,987.4967651367188,39.587547302246094,1077.9241943359375,294.0883483886719
啤酒,0.9932757616043091,889.9196166992188,50.23552703857422,991.2236938476562,305.8900451660156
啤酒,0.99930739402771,989.4830932617188,418.3008728027344,1079.9107666015625,629.6284790039062
啤酒,0.4746204912662506,998.7041015625,738.6095581054688,1080.0,954.3754272460938
啤酒,0.9963634610176086,217.02719116210938,792.6849365234375,309.4725646972656,992.1925048828125
啤酒,0.9959232807159424,647.4855346679688,73.23953247070312,736.4129028320312,318.676513671875
啤酒,0.9997720122337341,435.1415710449219,445.18310546875,520.7990112304688,661.71826171875
啤酒,0.9990804195404053,740.93408203125,432.91790771484375,829.50439453125,646.8652954101562
啤酒,0.9991679191589355,728.0983276367188,58.346435546875,835.5800170898438,320.1372985839844
啤酒,0.9909023642539978,352.8343200683594,443.7584228515625,446.9134826660156,669.73291015625
啤酒,0.8103711605072021,563.073486328125,69.44853973388672,660.0428466796875,324.24151611328125
啤酒,0.9991084933280945,818.7907104492188,427.4832763671875,912.9791870117188,649.830322265625
啤酒,0.9961634874343872,135.39517211914062,791.5413818359375,235.98818969726562,988.7054443359375
啤酒,0.7756128907203674,541.910888671875,1672.2744140625,624.7369384765625,1885.009765625
啤酒,0.9993700385093689,597.5318603515625,439.65106201171875,677.80810546875,653.2605590820312
啤酒,0.9374826550483704,803.8560791015625,752.809326171875,888.3826904296875,948.7286376953125
啤酒,0.9719880819320679,124.39729309082031,460.7404479980469,212.80494689941406,680.1852416992188
啤酒,0.8085246086120605,0.0,1692.4954833984375,73.24812316894531,1915.2674560546875
啤酒,0.9792553782463074,918.6348876953125,745.3395385742188,1005.8228759765625,960.5878295898438
啤酒,0.9968878626823425,294.7751770019531,792.54443359375,389.6557922363281,990.0281982421875
啤酒,0.9352774024009705,194.0424041748047,453.17681884765625,293.74639892578125,675.0801391601562
啤酒,0.9986258745193481,375.307861328125,787.1343383789062,468.5838623046875,981.9789428710938
啤酒,0.9998674392700195,516.6475219726562,437.68963623046875,607.3485717773438,654.5969848632812
啤酒,0.9392732381820679,972.93603515625,1044.6436767578125,1057.0880126953125,1242.5479736328125
啤酒,0.9992765784263611,811.0,64.18544006347656,902.1458740234375,309.8060302734375
啤酒,0.9651651978492737,280.75115966796875,455.3979187011719,373.11767578125,670.315673828125
啤酒,0.8543010950088501,735.0525512695312,755.99072265625,813.8696899414062,947.314453125
啤酒,0.9940513968467712,315.29315185546875,1091.12890625,406.66363525390625,1277.730224609375
啤酒,0.3364887237548828,127.93486022949219,1692.5421142578125,211.16770935058594,1899.8624267578125
啤酒,0.9322171211242676,53.27428436279297,1705.1038818359375,144.57574462890625,1905.5902099609375
啤酒,0.3156794011592865,94.6942138671875,1097.472900390625,175.64932250976562,1287.7607421875
啤酒,0.8848749399185181,903.37841796875,1056.389892578125,985.9873046875,1254.826171875
啤酒,0.9737642407417297,831.951416015625,1665.7708740234375,933.791015625,1868.1051025390625
啤酒,0.9992850422859192,461.9239196777344,781.5256958007812,550.7042846679688,978.5612182617188
啤酒,0.8977623581886292,661.6516723632812,766.4463500976562,739.6821899414062,955.4939575195312
啤酒,0.9549767971038818,682.047119140625,1070.844482421875,763.706787109375,1260.3876953125
啤酒,0.9862939715385437,459.4755859375,1083.26220703125,551.2999267578125,1280.189453125
啤酒,0.9982923865318298,363.6817932128906,1347.424072265625,452.1586608886719,1517.312255859375
啤酒,0.6510732173919678,927.9674072265625,1303.40625,1037.7344970703125,1387.970947265625
啤酒,0.9323520064353943,243.59182739257812,1100.4078369140625,325.7489318847656,1279.5079345703125
啤酒,0.9961481094360352,606.1167602539062,1071.1942138671875,692.2495727539062,1263.4105224609375
啤酒,0.6932997703552246,755.4998779296875,1064.6673583984375,837.594482421875,1259.3990478515625
啤酒,0.9960657954216003,31.560462951660156,1352.9605712890625,122.6338119506836,1536.3470458984375
啤酒,0.9746050834655762,386.4952087402344,1085.6435546875,474.4064636230469,1279.463623046875
啤酒,0.9589048624038696,832.5457763671875,1059.5341796875,910.8782958984375,1254.396240234375
啤酒,0.9454264044761658,931.9257202148438,1654.3154296875,1038.0426025390625,1871.049560546875
啤酒,0.9980449676513672,666.8529663085938,426.22509765625,759.2340698242188,654.8765869140625
啤酒,0.9901291728019714,533.3200073242188,1077.1204833984375,621.3401489257812,1267.9390869140625
啤酒,0.9393138289451599,35.82460403442383,461.1962585449219,140.88926696777344,686.202880859375
啤酒,0.9897034764289856,0.4711456298828125,877.253173828125,104.31182861328125,1002.36865234375
啤酒,0.40774014592170715,654.527099609375,1327.4169921875,739.1837158203125,1502.4091796875
啤酒,0.8505672216415405,0.7572975158691406,464.4010009765625,55.58710861206055,685.4969482421875
啤酒,0.9429154992103577,693.5914306640625,1639.405029296875,771.0650634765625,1825.7314453125
啤酒,0.9960326552391052,294.0565490722656,1347.349853515625,385.2154235839844,1518.94775390625
啤酒,0.9473998546600342,875.5718383789062,745.8961181640625,944.3720092773438,952.736328125
啤酒,0.9854200482368469,96.35043334960938,1344.950927734375,187.08419799804688,1525.874755859375
啤酒,0.8252915740013123,595.7362060546875,768.3731689453125,674.14208984375,965.0042724609375
啤酒,0.9987427592277527,544.8529052734375,771.7968139648438,639.4029541015625,972.0783081054688
啤酒,0.9855896830558777,760.0899658203125,1642.536865234375,832.949462890625,1833.21728515625
啤酒,0.9980218410491943,897.1106567382812,413.1473083496094,1000.2459106445312,642.0768432617188
啤酒,0.9709766507148743,621.1207275390625,1647.86279296875,692.2791748046875,1833.097412109375
啤酒,0.9827457666397095,159.3411102294922,1344.337158203125,247.5277862548828,1522.59814453125
啤酒,0.3912143111228943,733.3639526367188,1328.4700927734375,815.4933471679688,1491.6998291015625
啤酒,0.3018372058868408,0.02666473388671875,773.0674438476562,74.04491424560547,885.8504028320312
啤酒,0.7043291330337524,522.00732421875,1403.961181640625,602.51611328125,1510.2099609375
啤酒,0.3366289734840393,431.9902648925781,1332.825439453125,488.3208312988281,1494.77197265625
啤酒,0.8038697838783264,156.81666564941406,1101.631591796875,249.14988708496094,1280.479248046875
啤酒,0.28921133279800415,389.18798828125,90.13832092285156,488.3583984375,335.99090576171875
