category_id,x_min,y_min,x_max,y_max
零食,0.4136120676994324,954.7608032226562,526.253173828125,1070.990478515625,825.9227294921875
饮料,0.8052901029586792,1005.5909423828125,885.806640625,1080.0,1186.87158203125
饮料,0.1893434077501297,960.0407104492188,520.6962890625,1067.2791748046875,827.05029296875
饮料,0.3095266819000244,860.6826171875,895.71875,951.984619140625,1181.751953125
红酒,0.27190056443214417,543.1542358398438,929.7291259765625,632.5714721679688,1180.1234130859375
红酒,0.13723225891590118,136.91542053222656,916.3980712890625,221.5558624267578,1180.5120849609375
红酒,0.22584740817546844,62.32638168334961,556.3877563476562,149.87803649902344,846.6290893554688
红酒,0.16190212965011597,79.37843322753906,237.82716369628906,170.4410400390625,447.00665283203125
红酒,0.18614310026168823,143.5428009033203,557.7893676757812,224.6199188232422,837.9188842773438
红酒,0.4702186584472656,691.2830200195312,541.0767211914062,776.1443481445312,814.0056762695312
红酒,0.451993852853775,784.4049682617188,526.630126953125,861.3832397460938,822.1253662109375
红酒,0.17150180041790009,311.953369140625,564.5637817382812,385.843505859375,824.2593383789062
红酒,0.5199322700500488,626.476806640625,173.34275817871094,712.829833984375,437.77691650390625
红酒,0.30322757363319397,438.9654541015625,224.52322387695312,512.9771118164062,427.2617492675781
红酒,0.5011111497879028,860.3536376953125,904.304443359375,952.8577880859375,1181.51904296875
红酒,0.3527759611606598,495.48797607421875,211.5102081298828,576.2017211914062,430.82806396484375
红酒,0.8047647476196289,313.7873229980469,251.33364868164062,384.6084289550781,439.8578186035156
红酒,0.7042344808578491,925.2828369140625,159.01113891601562,1025.8197021484375,418.6783752441406
红酒,0.19278313219547272,195.82728576660156,907.88037109375,282.4288635253906,1149.674072265625
红酒,0.4442150890827179,562.9893798828125,179.7825927734375,642.36669921875,435.77081298828125
红酒,0.3922193944454193,836.6551513671875,1273.9649658203125,929.5887451171875,1552.3946533203125
红酒,0.22472044825553894,366.9624938964844,563.4765014648438,433.4831848144531,821.8396606445312
红酒,0.3022572696208954,644.3176879882812,898.2330322265625,740.8787231445312,1158.5257568359375
红酒,0.29066866636276245,97.90371704101562,1261.047607421875,219.23031616210938,1612.693115234375
红酒,0.6807877421379089,1010.2720336914062,169.78585815429688,1080.0,425.4158630371094
红酒,0.14905521273612976,521.4070434570312,594.4172973632812,588.7854614257812,814.2155151367188
红酒,0.6802803874015808,1000.6006469726562,1264.4703369140625,1080.0,1577.8614501953125
红酒,0.7187258005142212,253.4824981689453,254.87716674804688,324.8154602050781,436.3396911621094
红酒,0.6399375796318054,702.724609375,171.13922119140625,790.276123046875,430.6959228515625
红酒,0.518096923828125,375.6285400390625,238.9922637939453,450.52117919921875,439.68328857421875
红酒,0.6655312776565552,775.2197265625,172.3156280517578,861.16943359375,422.39117431640625
红酒,0.6206515431404114,865.365478515625,165.02053833007812,950.9398193359375,415.4988708496094
红酒,0.2836427390575409,409.3693542480469,1247.7647705078125,568.3231201171875,1496.3721923828125
红酒,0.3566311001777649,156.81793212890625,253.1271209716797,209.3333740234375,439.49566650390625
红酒,0.39550262689590454,916.7449340820312,1269.4005126953125,1023.7872924804688,1509.2628173828125
红酒,0.4823685884475708,193.39163208007812,243.90878295898438,272.9791259765625,443.0253601074219
红酒,0.2146879881620407,174.1298828125,247.30763244628906,231.35714721679688,446.615478515625
红酒,0.17585384845733643,197.09567260742188,1258.59326171875,321.1147766113281,1625.37109375
红酒,0.37308642268180847,729.4964599609375,899.9306640625,783.691162109375,1156.87841796875
红酒,0.2930840849876404,4.1107940673828125,545.1846923828125,73.17779541015625,855.606689453125
红酒,0.17747105658054352,214.9312286376953,559.1277465820312,305.78948974609375,838.3501586914062
红酒,0.32032233476638794,460.7070007324219,929.3590698242188,535.3786010742188,1171.5689697265625
红酒,0.31699931621551514,750.3087158203125,1272.6492919921875,872.6673583984375,1610.3184814453125
红酒,0.38887131214141846,3.302215576171875,1265.7142333984375,108.4326400756836,1627.9041748046875
红酒,0.353972464799881,768.36279296875,910.6685180664062,867.7818603515625,1179.34521484375
红酒,0.372896671295166,557.46923828125,1257.6839599609375,731.468017578125,1601.5379638671875
矿泉水,0.8952690362930298,7.983676910400391,1252.968994140625,110.35116577148438,1625.0068359375
矿泉水,0.8279719948768616,541.4092407226562,935.7401123046875,633.5636596679688,1180.0921630859375
矿泉水,0.9073642492294312,61.49397277832031,920.5015869140625,152.80938720703125,1193.8258056640625
矿泉水,0.9380227327346802,744.205810546875,1305.994140625,865.4290771484375,1616.893798828125
矿泉水,0.8616533279418945,137.3567352294922,917.7977905273438,221.1379852294922,1181.155517578125
矿泉水,0.8158026337623596,461.74822998046875,925.3408813476562,534.67431640625,1172.534912109375
矿泉水,0.8826501369476318,289.9720153808594,902.854736328125,376.2599792480469,1162.9580078125
矿泉水,0.6366065144538879,778.7134399414062,516.9532470703125,866.7984008789062,826.6656494140625
矿泉水,0.6036033034324646,912.7103881835938,1265.274658203125,1025.578369140625,1506.02783203125
矿泉水,0.767764687538147,62.687103271484375,556.0975341796875,151.5986785888672,846.949951171875
矿泉水,0.9353184103965759,572.486572265625,583.400390625,663.7313232421875,818.2822265625
矿泉水,0.33674028515815735,1007.9512329101562,163.2017059326172,1080.0,430.552734375
矿泉水,0.8048072457313538,645.7481689453125,896.9935913085938,739.74169921875,1158.2562255859375
矿泉水,0.8308489322662354,306.54388427734375,563.9224853515625,389.00250244140625,828.9671630859375
矿泉水,0.9072913527488708,216.85122680664062,547.08935546875,308.6789855957031,838.2933349609375
矿泉水,0.6788248419761658,188.14759826660156,244.3077392578125,275.5702209472656,452.31634521484375
矿泉水,0.804298996925354,196.62709045410156,904.9631958007812,280.98876953125,1153.048828125
矿泉水,0.16085034608840942,466.70318603515625,221.57821655273438,544.4152221679688,428.9904479980469
矿泉水,0.8962365388870239,376.89111328125,912.508544921875,470.0743408203125,1188.910888671875
矿泉水,0.4089530110359192,701.0302124023438,169.3837127685547,792.5011596679688,432.51934814453125
矿泉水,0.6634069085121155,856.9671020507812,897.3048095703125,950.7157592773438,1180.1182861328125
矿泉水,0.8234953880310059,773.065673828125,901.9278564453125,864.890380859375,1191.6700439453125
矿泉水,0.5525404810905457,561.6693115234375,173.76759338378906,644.6783447265625,439.33343505859375
矿泉水,0.8656836748123169,148.24099731445312,551.7667236328125,225.5732421875,839.1422119140625
矿泉水,0.439253032207489,855.2015380859375,157.30984497070312,948.088623046875,421.0588684082031
矿泉水,0.8193053603172302,303.6522521972656,1255.5631103515625,421.0355529785156,1448.6505126953125
矿泉水,0.5877258777618408,367.7391052246094,551.781494140625,437.1096496582031,829.1165771484375
矿泉水,0.566852331161499,628.9008178710938,166.3317413330078,714.7019653320312,435.50225830078125
矿泉水,0.9217873811721802,429.55621337890625,538.9552001953125,516.3320922851562,832.71533203125
矿泉水,0.7555347084999084,836.05224609375,1268.6085205078125,924.6273193359375,1558.3214111328125
矿泉水,0.9697933793067932,1.1104049682617188,227.31759643554688,79.55772399902344,447.2967224121094
矿泉水,0.28681227564811707,258.4688415527344,250.0370330810547,321.1272277832031,437.80120849609375
矿泉水,0.601007342338562,692.908935546875,527.9750366210938,777.6436767578125,808.3049926757812
矿泉水,0.43086057901382446,776.1046142578125,167.0028839111328,868.541015625,427.768798828125
矿泉水,0.7882463932037354,997.7750244140625,1283.1881103515625,1079.7911376953125,1584.6724853515625
矿泉水,0.9037021398544312,565.0816040039062,1258.872314453125,749.4412231445312,1605.577880859375
矿泉水,0.9631469249725342,0.31192779541015625,914.7054443359375,79.67758178710938,1192.0108642578125
矿泉水,0.28513509035110474,313.0748291015625,255.64068603515625,387.0947265625,438.91534423828125
矿泉水,0.6332405209541321,374.9099426269531,240.7209014892578,452.4576110839844,436.9676513671875
矿泉水,0.378525972366333,155.97073364257812,250.05548095703125,210.63723754882812,440.5037841796875
矿泉水,0.9032593965530396,212.58265686035156,1266.96435546875,329.57647705078125,1627.107666015625
矿泉水,0.7580264806747437,442.46453857421875,224.34521484375,515.9284057617188,429.0384521484375
矿泉水,0.8317316770553589,108.86471557617188,1253.62255859375,222.25347900390625,1613.2451171875
矿泉水,0.4134298861026764,957.7168579101562,520.7645874023438,1080.0,828.4661254882812
矿泉水,0.24744346737861633,173.06640625,247.6700439453125,233.425537109375,445.849365234375
矿泉水,0.8122833967208862,0.8280563354492188,552.2125244140625,80.1076431274414,843.4503173828125
矿泉水,0.5134513974189758,1011.4063110351562,901.67578125,1080.0,1180.416748046875
矿泉水,0.814990222454071,411.97259521484375,1248.853515625,574.6316528320312,1502.1923828125
矿泉水,0.6594452857971191,493.3641052246094,217.54788208007812,578.6837768554688,431.6441955566406
矿泉水,0.4745514988899231,729.8031616210938,896.5404663085938,784.7090454101562,1161.721923828125
矿泉水,0.4072822332382202,27.35744857788086,917.1593017578125,103.79702758789062,1189.1192626953125
矿泉水,0.9048001170158386,523.4814453125,594.6571044921875,590.2879638671875,816.112548828125
矿泉水,0.8753383159637451,75.50007629394531,236.48495483398438,172.93873596191406,447.3053283691406
矿泉水,0.3496553897857666,916.3590698242188,165.04034423828125,1031.0750732421875,425.00384521484375
