category_id,x_min,y_min,x_max,y_max
零食,0.9998959302902222,570.120849609375,1374.548828125,705.0892333984375,1580.606201171875
零食,0.9999949932098389,509.9763488769531,672.5714111328125,706.1383056640625,959.86376953125
零食,0.9998979568481445,689.7615966796875,700.6701049804688,825.4521484375,949.6996459960938
零食,0.9999977350234985,880.693359375,1353.1392822265625,1077.765380859375,1568.9095458984375
零食,0.9989182949066162,960.5761108398438,656.85888671875,1074.6961669921875,932.4910888671875
零食,0.9999895095825195,800.9453735351562,667.0073852539062,1001.3615112304688,948.0458374023438
零食,0.12052943557500839,1002.27587890625,1679.1766357421875,1078.75634765625,1909.7115478515625
零食,0.9999887943267822,701.9735717773438,1040.6751708984375,833.4835815429688,1246.3299560546875
零食,0.9993306398391724,975.499267578125,1046.6162109375,1080.0,1231.5009765625
零食,0.9999920129776001,827.8302612304688,1040.521728515625,985.5332641601562,1246.144775390625
零食,0.999984622001648,219.462158203125,697.856689453125,411.0843505859375,995.820068359375
零食,0.9999722242355347,378.06817626953125,1374.154541015625,599.9334716796875,1609.5537109375
零食,0.9999651908874512,283.9635314941406,1063.7099609375,456.9527282714844,1312.24169921875
零食,0.9996181726455688,456.7165832519531,1054.3275146484375,562.5507202148438,1258.7303466796875
零食,0.9991490840911865,360.5599060058594,0.0,585.7861328125,205.6449432373047
零食,0.9991509914398193,571.429443359375,0.0,774.4334716796875,189.213134765625
零食,0.9999223947525024,369.7589111328125,689.7998046875,525.1754150390625,980.970947265625
零食,0.9999974966049194,684.7645874023438,1360.08837890625,876.3403930664062,1587.223388671875
零食,0.9999034404754639,466.023681640625,404.9434509277344,699.8729248046875,605.3070068359375
零食,0.9243322014808655,66.15150451660156,1697.1112060546875,322.18133544921875,1771.6422119140625
零食,0.9953954815864563,0.0,456.67620849609375,138.9062957763672,633.1746215820312
零食,0.9998924732208252,131.5489044189453,0.0,355.0584716796875,208.2553253173828
零食,0.12658877670764923,876.8177490234375,1736.0755615234375,1006.2203369140625,1906.2576904296875
零食,0.9998639822006226,693.28271484375,356.1534423828125,888.53662109375,590.3727416992188
零食,0.9996734857559204,906.9552001953125,313.72698974609375,1080.0,557.8920288085938
零食,0.584733247756958,923.4308471679688,421.65484619140625,1076.1339111328125,588.5264282226562
零食,0.08350591361522675,724.7013549804688,1766.241455078125,869.2711791992188,1915.4794921875
零食,0.7271217703819275,45.764198303222656,754.16259765625,194.62152099609375,1001.0167236328125
零食,0.9999772310256958,556.9669189453125,1052.9561767578125,716.32421875,1274.0015869140625
零食,0.997011661529541,7.839569091796875,1786.4544677734375,168.064453125,1910.0718994140625
零食,0.8345929384231567,83.80257415771484,1096.3995361328125,248.36990356445312,1311.2606201171875
零食,0.9356829524040222,142.32159423828125,1794.3497314453125,364.979736328125,1914.9659423828125
零食,0.061539746820926666,584.9520263671875,683.5711669921875,783.866455078125,953.1187744140625
泡面,0.33970916271209717,139.5863800048828,1800.638427734375,368.1885986328125,1912.722412109375
啤酒,0.16650286316871643,3.806018829345703,1128.1654052734375,74.53602600097656,1314.3426513671875
啤酒,0.7412254810333252,50.19615173339844,751.1118774414062,194.8543243408203,999.9258422851562
啤酒,0.9100911617279053,101.0909652709961,1084.980224609375,249.54666137695312,1308.6181640625
